PDB ID,Chain ID,High Resolution Limit,CATH ID [Res Range],Entity ID,Chain Length,Molecular Weight
"5WOU","A","1.55","","1","100","10408.90"
"5WRV","A","1.70","","1","106","11627.20"
"5WSK","E","1.78","","2","175","19511.50"
"5WSK","H","1.78","","2","175","19511.50"
"5WSK","G","1.78","","2","175","19511.50"
"5WSK","F","1.78","","2","175","19511.50"
"5WVO","C","2.00","","2","250","27980.30"
"5WXG","A","1.70","","1","63","7290.30"
"5WXK","B","1.80","","2","70","7777.94"
"5WXL","D","1.90","","2","106","11614.20"
"5WXL","C","1.90","","1","271","31323.60"
"5WXL","B","1.90","","2","106","11614.20"
"5WXL","A","1.90","","1","271","31323.60"
"5WY2","C","1.90","","1","163","18626.90"
"5WY2","A","1.90","","1","163","18626.90"
"5WYI","A","2.00","","1","165","18981.20"
"5WZF","A","1.75","","1","144","16073.00"
"5X42","B","1.80","","2","70","7714.73"
"5X42","A","1.80","","1","195","22173.30"
"5X42","D","1.80","","2","70","7714.73"
"5XA5","A","1.60","","1","279","30899.80"
"5XAU","B","1.80","","2","74","8552.75"
"5XAU","F","1.80","","3","83","9483.72"
"5XAU","E","1.80","","2","74","8552.75"
"5XAU","C","1.80","","3","83","9483.72"
"5XBF","B","1.80","","2","125","13857.60"
"5XCR","D","1.75","","1","169","19116.70"
"5XCR","A","1.75","","1","169","19116.70"
"5XDZ","B","1.70","","1","122","13967.00"
"5XED","A","1.55","","1","82","8726.04"
"5XIS","D","1.78","","1","84","9947.92"
"5XIS","A","1.78","","1","84","9947.92"
"5XLY","B","1.76","","2","133","15664.50"
"5XLY","A","1.76","","1","281","31617.50"
"5XM3","B","1.70","","2","90","9978.70"
"5XM3","D","1.70","","2","90","9978.70"
"5XOD","A","1.85","","1","199","22461.40"
"5XOF","A","1.96","","1","120","13967.70"
"5XOF","D","1.96","","1","120","13967.70"
"5XOF","C","1.96","","1","120","13967.70"
"5XOF","B","1.96","","1","120","13967.70"
"5XWA","A","1.90","","1","133","14238.90"
"5Y27","B","1.90","","2","92","10587.00"
"5Y27","A","1.90","","1","241","27506.50"
"5Y91","B","1.90","","2","116","13215.20"
"5Y9W","C","1.85","","2","71","8193.39"
"5Y9W","B","1.85","","1","242","26950.50"
"5Y9W","A","1.85","","1","242","26950.50"
"5YAY","A","1.55","","1","257","27705.50"
"5YGD","A","1.55","","1","223","25112.60"
"5YHM","L","1.91","","1","145","15886.10"
"5YHM","A","1.91","","1","145","15886.10"
"5YHM","D","1.91","","1","145","15886.10"
"5YHM","G","1.91","","1","145","15886.10"
"5YHM","J","1.91","","1","145","15886.10"
"5YHM","C","1.91","","1","145","15886.10"
"5YHM","F","1.91","","1","145","15886.10"
"5YHM","I","1.91","","1","145","15886.10"
"5YHM","B","1.91","","1","145","15886.10"
"5YHM","E","1.91","","1","145","15886.10"
"5YHM","H","1.91","","1","145","15886.10"
"5YI7","C","1.70","","1","141","15905.20"
"5YI7","A","1.70","","1","141","15905.20"
"5YOF","A","1.51","","1","53","5865.38"
"5YVX","A","1.59","","1","60","6909.69"
"6ANA","K","1.70","","1","122","10400.80"
"6AND","K","1.75","","1","121","10315.70"
"6APP","B","1.75","","2","106","12238.30"
"6AQ7","A","1.83","","1","122","14481.10"
"6ASZ","A","1.52","","1","69","8570.47"
"6AT5","B","1.50","","2","119","13732.50"
"6AU8","A","1.80","","1","283","32103.60"
"6B0G","E","1.90","","3","183","20104.20"
"6B0S","C","1.95","","3","82","9431.62"
"6B12","C","1.71","","2","153","17792.30"
"6B12","B","1.71","","2","153","17792.30"
"6B12","A","1.71","","1","135","14784.20"
"6B12","D","1.71","","1","135","14784.20"
"6B27","B","1.73","","1","120","13471.20"
"6B27","E","1.73","","1","120","13471.20"
"6B27","A","1.73","","1","120","13471.20"
"6B27","D","1.73","","1","120","13471.20"
"6B27","C","1.73","","1","120","13471.20"
"6B27","F","1.73","","1","120","13471.20"
"6B9H","A","1.50","","1","161","18390.10"
"6B9M","A","1.68","","1","153","17779.00"
"6B9M","C","1.68","","1","153","17779.00"
"6B9M","B","1.68","","1","153","17779.00"
"6BCA","A","2.00","","2","151","17491.30"
"6BCA","B","2.00","","2","151","17491.30"
"6BFJ","B","1.54","","2","103","12090.70"
"6BFJ","A","1.54","","1","175","19759.30"
"6BPI","A","1.64","","1","213","24887.80"
"6C62","D","1.95","","2","68","7428.45"
"6C62","C","1.95","","2","68","7428.45"
"6CCU","A","1.75","","1","186","21739.20"
"6CD9","A","1.55","","1","167","19604.80"
"6CKO","B","2.00","","1","77","8744.92"
"6CKO","A","2.00","","1","77","8744.92"
"6CKO","D","2.00","","2","50","5920.68"
"6CKO","C","2.00","","2","50","5920.68"
"6CO9","B","1.60","","2","253","27538.00"
"6EHS","T","1.50","","1","300","32631.80"
"6EHS","S","1.50","","1","300","32631.80"
"6FBK","A","1.74","","1","98","11340.80"
"6FC6","A","1.80","","1","102","11357.20"
"6FFA","B","1.50","","2","78","8810.10"
"6FFA","A","1.50","","1","167","19055.30"
"6FUN","A","1.58","","1","202","22438.00"
"6FUN","B","1.58","","2","240","27208.20"


